_id,timestamp,device_id,battery_start,battery_end,double_end_timestamp
618,1500329316371,815717e9-cd15-4d4e-b35c-a0206bc0aa24,33,33,1500329368142
619,1500329368884,815717e9-cd15-4d4e-b35c-a0206bc0aa24,33,33,1500329374245
961,1500335309375,8229e049-dd7a-42d2-b037-3839b23be516,35,14,1500345214523
620,1500339747739,815717e9-cd15-4d4e-b35c-a0206bc0aa24,13,13,1500339752656
621,1500339757537,815717e9-cd15-4d4e-b35c-a0206bc0aa24,13,13,1500339757977
622,1500339762142,815717e9-cd15-4d4e-b35c-a0206bc0aa24,13,13,1500339765455
1160,1500344191397,d58c3cb9-2543-4258-8695-ac3e310ba3ac,14,4,1500345770480
70,1500345708986,0c735596-1a1c-4a35-bb02-55d90c4f86ac,100,90,1500346430575
623,1500346713849,815717e9-cd15-4d4e-b35c-a0206bc0aa24,85,85,1500346720296
624,1500346728630,815717e9-cd15-4d4e-b35c-a0206bc0aa24,85,85,1500346729160
625,1500346729334,815717e9-cd15-4d4e-b35c-a0206bc0aa24,85,85,1500346729944
626,1500346730435,815717e9-cd15-4d4e-b35c-a0206bc0aa24,85,85,1500346736902
627,1500346739523,815717e9-cd15-4d4e-b35c-a0206bc0aa24,85,85,1500346744319
71,1500348793389,0c735596-1a1c-4a35-bb02-55d90c4f86ac,100,79,1500352267731
1161,1500355648925,d58c3cb9-2543-4258-8695-ac3e310ba3ac,100,92,1500369345140
72,1500359320554,0c735596-1a1c-4a35-bb02-55d90c4f86ac,100,83,1500360684689
73,1500367200272,0c735596-1a1c-4a35-bb02-55d90c4f86ac,100,80,1500368406099
628,1500369618044,815717e9-cd15-4d4e-b35c-a0206bc0aa24,100,100,1500369618236
629,1500369621615,815717e9-cd15-4d4e-b35c-a0206bc0aa24,100,100,1500369622268
630,1500369884331,815717e9-cd15-4d4e-b35c-a0206bc0aa24,100,100,1500370219704
74,1500372011209,0c735596-1a1c-4a35-bb02-55d90c4f86ac,100,44,1500385534085
962,1500372162064,8229e049-dd7a-42d2-b037-3839b23be516,100,20,1500426882635
1162,1500372483184,d58c3cb9-2543-4258-8695-ac3e310ba3ac,100,11,1500411799936
631,1500373798491,815717e9-cd15-4d4e-b35c-a0206bc0aa24,100,100,1500373800039
632,1500373800438,815717e9-cd15-4d4e-b35c-a0206bc0aa24,100,13,1500421059936
490,1500385396007,53f52117-1170-4972-af68-8ecbe2132e72,36,35,1500385796250
491,1500387173792,53f52117-1170-4972-af68-8ecbe2132e72,58,57,1500387638914
478,1500398693331,94311892-eecf-4de6-b127-2639da1764a7,1,0,1500398708020
75,1500415216266,0c735596-1a1c-4a35-bb02-55d90c4f86ac,100,90,1500417762615
1163,1500417290559,d58c3cb9-2543-4258-8695-ac3e310ba3ac,100,11,1500456793289
76,1500422021950,0c735596-1a1c-4a35-bb02-55d90c4f86ac,100,78,1500425230926
633,1500424106071,815717e9-cd15-4d4e-b35c-a0206bc0aa24,56,56,1500424106191
634,1500424106895,815717e9-cd15-4d4e-b35c-a0206bc0aa24,56,56,1500424110716
635,1500424115040,815717e9-cd15-4d4e-b35c-a0206bc0aa24,56,56,1500424115263
636,1500424122254,815717e9-cd15-4d4e-b35c-a0206bc0aa24,56,56,1500424123030
637,1500424124815,815717e9-cd15-4d4e-b35c-a0206bc0aa24,56,56,1500424125420
638,1500424146636,815717e9-cd15-4d4e-b35c-a0206bc0aa24,57,57,1500424148985
639,1500424172961,815717e9-cd15-4d4e-b35c-a0206bc0aa24,57,57,1500424202285
640,1500424539790,815717e9-cd15-4d4e-b35c-a0206bc0aa24,61,61,1500424540341
